Site_Number,Location_Description,Site_Type
3598,PASCOE VALE NR WILLET,POS
3590,PASCOE VALE/ALBION/FLETCHER,INT
3616,PASCOE VALE/BARRY,INT
3610,PASCOE VALE/BROADMEADOWS SHOPPING ENT 2,INT
3606,PASCOE VALE/BUCKLEY,INT
3615,PASCOE VALE/COLERAINE,INT
3640,PASCOE VALE/COOLAROO STATION ACCESS,INT
3597,PASCOE VALE/DEVON/WINIFRED,INT
3600,PASCOE VALE/DIMBOOLA,INT
3599,PASCOE VALE/GLENROY,INT
3605,PASCOE VALE/KELLAWAY,INT
3617,PASCOE VALE/PARINGA,INT
3594,PASCOE VALE/PECK,INT
3618,PASCOE VALE/SHANKLAND/RESERVOIR,INT
3595,PASCOE VALE/STEWART,INT
3619,PASCOE VALE/TAGGERTY CRES (NTH),INT
3612,PASCOE VALE/TAGGERTY CRES STH,INT
3831,PASCOE VALE/WILSON,INT
3593,PASCOE VALE/WOODLAND,INT
4651,PASCOEVALE/SUNSET BVD,INT
566,PATRICK NORTHEAST NR MAGID,FLASH PX
5156,PATULLOS/KEES,INT
2165,PEARCEDALE NR COLERAINE,POS
3624,PEARCEDALE/BROADMEADOWS TOWN CENTRE,INT
4162,PEEL NR VICTORIA,POS
5915,PEEL/EASTWOOD,INT
3082,PENTRIDGE NR ACCESS ROAD,POS
3086,PENTRIDGE/STOCKADE,INT
6824,PERCY ST / HENTY ST,INT
6816,PERTOBE NR PARK ENTRANCE,POS
619,PFE/CLYDE (STH) EXIT,INT
10149,PFE/DARNUM INTERCHANGE,INT
2540,PFW/PHW ENTRY RAMP O/B,RAMP MTR
1234,PHE (EAST) / BEACONSFIELD-BERWICK MAIN,INT
1356,PHE (LONSDALE)  NR  LANGHORNE,POS
674,PHE (LONSDALE) NR LANGHORNE,POS
6671,PHE EXIT RAMP (EAST BOUND)/MONASH WAY,INT
2415,PHE NR CARNARVON,POS
2985,PHE NR CLOSEBURN,POS
6630,PHE NR CONTINGENT,POS
609,PHE NR DEVENEY,POS
193,PHE NR FIFTH (FIRE STN),FIRE W/W
6676,PHE NR HOBSON,POS
6676,PHE NR HOBSON,POS
5611,PHE NR HOOD,POS
2487,PHE nr IRVING (LANSDOWNE),POS
6691,PHE NR LAFAYETTE,POS
6616,PHE NR LOCH,POS
995,PHE NR PEEL,POS
5609,PHE NR PINE,POS
186,PHE NR REILLY,POS
991,PHE NR ROBINSON,POS
2423,PHE NR SUTHERLAND,POS
2438,PHE NR THE AVENUE,POS
610,PHE NR TIVENDALE,INT
6672,PHE ON RAMP (WEST BOUND)/MONASH WAY,INT
1357,PHE(LONSDALE) NR PULTNEY,POS
5655,PHE(NTH) NR SERVICE,POS
5607,PHE(YORK)/MACALISTER,INT
5607,PHE(YORK)/MACALISTER,INT
2405,PHE/ALBERT,INT
2428,PHE/ATHERTON/HUNTINGDALE,INT
2426,PHE/ATKINSON,INT
5657,PHE/BAILEY,INT
5657,PHE/BAILEY,INT
203,PHE/BELGRAVE-HALLAM/HALLAM,INT
208,PHE/BERWICK-CRANBOURNE/LYALL,INT
2431,PHE/BLACKBURN,INT
6685,PHE/BREED,INT
189,PHE/BROWNS,INT
567,PHE/BRUNT/WHITESIDE,INT
567,PHE/BRUNT/WHITESIDE,INT
2419,PHE/BURKE/SIR JOHN MONASH DR,INT
2419,PHE/BURKE/SIR JOHN MONASH DR,INT
2437,PHE/CHADSTONE ENT 3,INT
190,PHE/CHANDLER/ELONERA,INT
2409,PHE/CHAPEL,INT
2429,PHE/CLAYTON,INT
194,PHE/CLOW,INT
618,PHE/CLYDE (NTH) EXIT,INT
188,PHE/CORRIGAN,INT
2421,PHE/DARLING/KOORNANG,INT
205,PHE/DECOR,INT
394,PHE/DOHERTY ST,INT
553,PHE/EMERGENCY SERVICES PREC.,FIRE SIG
2427,PHE/FERNTREE GULLY,INT
2418,PHE/FINCH/DERBY,INT
600,PHE/FITZGERALD/HINRICHSEN,INT
196,PHE/FOSTER,INT
6686,PHE/FRANKLIN,INT
198,PHE/FRANKSTON-DANDENONG,INT
192,PHE/GLADSTONE,INT
2414,PHE/GLENFERRIE/HAWTHORN,INT
2420,PHE/GRANGE,INT
2420,PHE/GRANGE,INT
6688,PHE/GREY,INT
6688,PHE/GREY,INT
602,PHE/HARMER/WEDGEWOOD,INT
191,PHE/HEATHERTON,INT
1110,PHE/HIMBECK/AMBULANCE,AMBU SIG
2411,PHE/HOTHAM/WILLIAMS,INT
981,PHE/JAMES,INT
2413,PHE/KOOYONG,INT
313,PHE/LAKESIDE,INT
313,PHE/LAKESIDE,INT
6695,PHE/LIDDIARD,INT
6695,PHE/LIDDIARD,INT
1182,PHE/LINK,INT
611,PHE/LONE STAR/GMH ENTRANCE,INT
2407,PHE/LORNE (X LAKESIDE),INT
5606,PHE/MACARTHUR,INT
5606,PHE/MACARTHUR,INT
204,PHE/MAGID,INT
612,PHE/MANSFIELD,INT
535,PHE/MANUKA/BYRN MAWR,INT
535,PHE/MANUKA/BYRN MAWR,INT
5659,PHE/MCCULLOCH,INT
5659,PHE/MCCULLOCH,INT
300,PHE/MCGREGOR/THE AVENUE,INT
300,PHE/MCGREGOR/THE AVENUE,INT
2432,PHE/MCNAUGHTON,INT
2422,PHE/MURRUMBEENA/BELGRAVE,INT
5658,PHE/MYER,INT
604,PHE/NARRE WARREN-CRANBOURNE,INT
2416,PHE/NORMANBY/STATION,INT
2416,PHE/NORMANBY/STATION,INT
2430,PHE/NORTH/WELLINGTON,INT
1094,PHE/OLIVE,INT
2412,PHE/ORRONG,INT
445,PHE/OVERLAND,INT
608,PHE/PAKENHAM/DUNCAN,INT
608,PHE/PAKENHAM/DUNCAN,INT
2404,PHE/PARK,INT
199,PHE/PLUNKETT,INT
2424,PHE/POATH/CHADSTONE,INT
201,PHE/POWER,INT
599,PHE/PROGRESS,INT
2406,PHE/QUEENS,INT
547,PHE/RACECOURSE,INT
547,PHE/RACECOURSE,INT
5603,PHE/RAYMOND,INT
5603,PHE/RAYMOND,INT
1300,PHE/RICHARDSON ST,AMBU SIG
5610,PHE/SALE-MAFFRA,INT
5654,PHE/SERVICE,INT
5654,PHE/SERVICE,INT
6692,PHE/SEYMOUR,INT
6692,PHE/SEYMOUR,INT
6631,PHE/SHADY CREEK/RAILWAY/ROLLO (YARRAGON),INT
6631,PHE/SHADY CREEK/RAILWAY/ROLLO (YARRAGON),INT
290,PHE/SMITH,INT
2435,PHE/SMITH/RAILWAY/NORMANBY,INT
185,PHE/SPRINGVALE,INT
185,PHE/SPRINGVALE,INT
185,PHE/SPRINGVALE,INT
948,PHE/SPRINGVALE BYPASS,INT
948,PHE/SPRINGVALE BYPASS,INT
200,PHE/STH GIPPS HWY            HWY NOT FWY,INT
2403,PHE/STURT,INT
601,PHE/TINKS,INT
2417,PHE/TOORONGA,INT
6689,PHE/TRARALGON-MAFFRA/EASTERN RD,INT
6689,PHE/TRARALGON-MAFFRA/EASTERN RD,INT
2408,PHE/UNION,INT
2408,PHE/UNION,INT
598,PHE/VICTOR,INT
195,PHE/WALKER,INT
2425,PHE/WARRIGAL,INT
2433,PHE/WATTLETREE,INT
2434,PHE/WAVERLEY,INT
206,PHE/WEBB,INT
197,PHE/WEBSTER,INT
2402,PHE/WEST GATE FWY EXIT,INT
2400,PHE/YORK,INT
5076,PHW (LATROBE TCE) BTW BOND & CLARENDON,POS
5076,PHW (LATROBE TCE) BTW BOND & CLARENDON,POS
5034,PHW (MURRAY) NR MCLENNAN,POS
5030,PHW (MURRAY) NR WOOD,POS
5033,PHW (MURRAY)/CORANGAMITE,INT
5032,PHW (MURRAY)/GELLIBRAND,INT
6828,PHW (RAGLAN PDE)/LAVEROCK,INT
6827,PHW (RAGLAN PDE)/MORRISS,INT
5092,PHW (WERRIBEE ST)/ WATTON ST,INT
5008,PHW NR BELLBIRD,POS
6724,PHW NR HUNTER,POS
5141,PHW NR KIDMAN,POS
5141,PHW NR KIDMAN,POS
2498,PHW NR WALES,POS
5035,PHW(MURRAY)/QUEEN,INT
6817,PHW(RAGLAN)/KEPLER,INT
6817,PHW(RAGLAN)/KEPLER,INT
6818,PHW(RAGLAN)/LIEBIG,INT
6818,PHW(RAGLAN)/LIEBIG,INT
2501,PHW(SMITHFIELD)/EPSOM,INT
5250,PHW(SYNNOT)/WEDGE,INT
5007,PHW/BACCHUS MARSH/COX,INT
5007,PHW/BACCHUS MARSH/COX,INT
5007,PHW/BACCHUS MARSH/COX,INT
5007,PHW/BACCHUS MARSH/COX,INT
6812,PHW/BANYAN,INT
6812,PHW/BANYAN,INT
2506,PHW/BARKLY/VICTORIA,INT
5015,PHW/BELL,INT
5015,PHW/BELL,INT
5004,PHW/BRODERICK,INT
5004,PHW/BRODERICK,INT
2511,PHW/BURGESS/OLD GEELONG,INT
6819,PHW/CARAMUT/WALSH,INT
6819,PHW/CARAMUT/WALSH,INT
2519,PHW/CEMETERY,INT
2505,PHW/DROOP,INT
6815,PHW/FAIRY/JAMIESON,INT
6815,PHW/FAIRY/JAMIESON,INT
5296,PHW/FEDERATION TRAIL,POS
2507,PHW/GEELONG ST,INT
5016,PHW/GLENLEITH,INT
5016,PHW/GLENLEITH,INT
2512,PHW/GRIEVE,INT
6813,PHW/KING/HENNA,INT
6813,PHW/KING/HENNA,INT
6820,PHW/K-MART ENTRANCE,INT
2513,PHW/LITTLE BOUNDARY,INT
5013,PHW/MACKEY,INT
6822,PHW/MAHONEYS/HORNE,INT
2510,PHW/MCDONALD,INT
2509,PHW/MILLERS/FRANCIS,INT
5011,PHW/NORTH SHORE/THE BOULEVARD,INT
5065,PHW/PIONEER/SOUTH VALLEY,INT
5065,PHW/PIONEER/SOUTH VALLEY,INT
5005,PHW/PLANTATION/SCHOOL,INT
5006,PHW/PURNELL/STATION,INT
5066,PHW/REYNOLDS,INT
5066,PHW/REYNOLDS,INT
5077,PHW/SETTLEMENT/HIGH,INT
6821,PHW/SIMPSON/GLENROWE,INT
6821,PHW/SIMPSON/GLENROWE,INT
2508,PHW/SOMERVILLE/ROBERTS,INT
5009,PHW/SPARKS,INT
5154,PHW/SWINBURNE,INT
5014,PHW/VICTORIA,INT
2504,PHW/WESTERN HWY,INT
5111,PHW/YOORINGA/FORSTER,INT
4729,PICKLES/LIARDET/RICHARDSON,INT
5131,PIONEER/CHURCH,INT
5029,PIONEER/WAURNVALE S C EAST ENT,INT
5031,PIONEER/WAURNVALE S C WEST ENT,INT
1295,PLAYNE NR THOMPSON,FLASH PX
5823,PLEASANT NR SOUTH,POS
3219,PLENTY /EAST PRESTON TRAM DEPOT,INT
3945,PLENTY NR BETHANY,FIRE SIG
3738,PLENTY NR BRADSHAW,POS
3747,PLENTY NR BROWNING,POS
4799,PLENTY NR DAVID,POS
3731,PLENTY NR ETHEL,POS
3733,PLENTY NR GREMEL,POS
4183,PLENTY NR LARUNDEL,POS
2790,PLENTY NR LAUREL  (WHITTLESEA),POS
2797,PLENTY NR MAYFIELD,POS
3732,PLENTY/ALBERT/BOLDREWOOD,INT
3736,PLENTY/BENT/SETTLEMENT,INT
4987,PLENTY/BETULA,INT
3242,PLENTY/BUSH/DEVELOPMENT,INT
2945,PLENTY/CENTENARY/UNIVERSITY,INT
2763,PLENTY/CHILDS,INT
4986,PLENTY/CLEMENTS,INT
2760,PLENTY/DALY,INT
3734,PLENTY/DUNNE/KINGSBURY,INT
3746,PLENTY/FRANKLINS ACCESS RD,INT
4791,PLENTY/GOWER,INT
3727,PLENTY/GRANGE/SNAKE GULLY,INT
4166,PLENTY/GREENHILLS,INT
4181,PLENTY/GREENWOOD,INT
3745,PLENTY/GREMEL,INT
3735,PLENTY/GRIMSHAW,INT
4688,PLENTY/HAWKSTOWE,INT
3220,PLENTY/HIGH/DUNDAS/MILLER,INT
4896,PLENTY/INDUSTRIAL,INT
3739,PLENTY/LODDON/TARGET ENT.,INT
4184,PLENTY/MAIN DRIVE,INT
1236,PLENTY/MASONS/HAZEL GLEN DRV,INT
3946,PLENTY/MCDONALDS/GORGE,INT
4995,PLENTY/MCKIMMIES,INT
2764,PLENTY/MCLEANS/MILTON,INT
4412,PLENTY/MERNDA VILLAGE,INT
4169,PLENTY/METROPOLITAN RING RD,INT
4169,PLENTY/METROPOLITAN RING RD,INT
3741,PLENTY/MT COOPER,INT
4790,PLENTY/MURRAY,INT
3976,PLENTY/OLD PLENTY,INT
4165,PLENTY/PARADE COLLEGE,INT
3081,PLENTY/RAGLAN,INT
3915,PLENTY/STAGECOACH,INT
3737,PLENTY/TAUNTON,INT
4919,PLENTY/THE LAKES,INT
3730,PLENTY/TYLER,INT
4789,PLENTY/WOOD,INT
2897,PLUMMER/PROHASKY,INT
2896,PLUMMER/SALMON,INT
294,PLYMOUTH NR SANDGATE,POS
301,PLYMOUTH/YARRA,INT
4086,POATH/NEERIM,INT
4101,POATH/RAILWAY/WILLESDEN,INT
5297,POINT COOK NR CATHERINE (NORTH),POS
5298,POINT COOK NR CATHERINE (SOUTH),POS
3088,POINT COOK NR JAMIESON,POS
5236,POINT COOK/DUNNINGS,INT
879,POINT NEPEAN NR CAPEL,POS
978,POINT NEPEAN NR FITZJOHNS,FLASH PX
833,POINT NEPEAN nr SIXTH AVE,POS
299,POINT NEPEAN ROAD/NINTH AVENUE,INT
308,POINT NEPEAN/HYGEIA,INT
563,POINT NEPEAN/LYONS,INT
834,POINT NEPEAN/MARINE DR,INT
243,POINT NEPEAN/PIER (DROMANA),INT
501,POINT NEPEAN/TRUEMANS,INT
475,POLICE NR DUNOON,POS
937,POLICE NR EDINBURGH,POS
527,POLICE RD / HANSWORTH ST,INT
472,POLICE/BROWNS,INT
659,POLICE/JACKSONS,INT
285,POLICE/WANDA/GRACE,INT
3046,PORTMAN nr EATON,POS
1246,POUND RD/VANESSA DRIVE,INT
3176,POUND/SEEBECK,INT
616,POWER NR ACER,POS
3666,POWER NR BATESFORD,POS
2842,POWER NR LISSON,POS
966,POWER RD NR MONASH FWY,POS
4890,POWER/KAVANAGH,INT
606,POWER/PAPERBARK/BOX,INT
4268,POWER/RIVERSDALE/WALLEN,INT
4887,POWER/STURT,INT
3485,PRINCES FWY NB RAMPS/KOROROIT CREEK,INT
3483,PRINCES FWY SB RAMPS/KOROROIT CREEK,INT
5273,PRINCES FWY WB/FORSYTH,INT
5286,PRINCES FWY/EASTBOUND RAMP/FORSYTH,INT
565,PRINCES HIGHWAY EAST/WINDERMERE,INT
565,PRINCES HIGHWAY EAST/WINDERMERE,INT
5105,PRINCES HW/GRANT/HART,INT
5233,PRINCES HWY NR FARM,POS
6810,PRINCES HWY WEST NR REGENT,POS
597,PRINCES HWY/ARMY,INT
6697,PRINCES HWY/ASHBY,INT
6697,PRINCES HWY/ASHBY,INT
5026,PRINCES HWY/PIGDONS,INT
6656,PRINCES HWY/VILLAGE AVE,INT
6656,PRINCES HWY/VILLAGE AVE,INT
4415,PRINCES NR CANNING,POS
977,PRINCES NR WOODS,POS
5158,PRINCES WAY/COLEMAN,INT
6654,PRINCES/VINCENT,INT
3621,PRINCESS NR MOLESWORTH,POS
3620,PRINCESS NR WILLS,POS
3623,PRINCESS NR WILLSMERE,RBT MTR
3622,PRINCESS/DUKE,INT
3801,PROSP.HILL/STANHOPE/TRAFALGAR,INT
3802,PROSPECT HILL NR CARINDA,POS
3803,PROSPECT HILL NR MOLESWORTH,POS
3799,PROSPECT HILL NR SCOTT,POS
4200,PUCKLE NR PRATT,POS
1006,PUCKLE/MOORE/MARGARET/HOLMES,INT
1006,PUCKLE/MOORE/MARGARET/HOLMES,INT
3398,PUNT NR PASLEY ST NTH,POS
3395,PUNT/ALEXANDRA,INT
3390,PUNT/BRIDGE/HODDLE/WELLINGTON,INT
3392,PUNT/BRUNTON,INT
3399,PUNT/COMMERCIAL,INT
3396,PUNT/DOMAIN,INT
1038,PUNT/GATE 6,INT
3401,PUNT/HIGH,INT
3400,PUNT/MOUBRAY/GREVILLE,INT
3391,PUNT/ROWENA,INT
3393,PUNT/SWAN,INT
3397,PUNT/TOORAK,INT
3387,PUNT/UNION,INT
5985,PYRENEES HWY(TUAGGRA)/HIGH,INT
6281,QUEEN NR KILLIANS WALK,POS
3505,QUEEN NR SARGOOD,FLASH PX
4556,QUEEN/A'BECKETT,INT
4599,QUEEN/BOURKE,INT
4581,QUEEN/COLLINS,INT
4572,QUEEN/FLINDERS LANE,INT
4564,QUEEN/FLINDERS ST,INT
2923,QUEEN/LATROBE,INT
4607,QUEEN/LITTLE BOURKE,INT
4590,QUEEN/LITTLE COLLINS,INT
2915,QUEEN/LITTLE LONSDALE,INT
2907,QUEEN/LONSDALE,INT
2440,QUEENS RD O'HEAD LANE CONTROL,O/H LANE
2445,QUEENS RD O'HEAD N ARTHUR      GANTRY 02,O/H LANE
2449,QUEENS RD O'HEAD N BEATRICE    GANTRY 06,O/H LANE
2446,QUEENS RD O'HEAD N LEOPOLD     GANTRY 03,O/H LANE
2467,QUEENS RD O'HEAD N LORNE       GANTRY 08,O/H LANE
2447,QUEENS RD O'HEAD N LOUISE      GANTRY 04,O/H LANE
2448,QUEENS RD O'HEAD N ROY         GANTRY 05,O/H LANE
2450,QUEENS RD O'HEAD S BEATRICE    GANTRY 07,O/H LANE
2444,QUEENS RD O'HEAD S KINGSWAY    GANTRY 01,O/H LANE
4734,QUEENS RD/ LINK RD,INT
3302,QUEENS/GOLD/MICHAEL,INT
3303,QUEENS/HEIDELBERG,INT
2107,QUEENS/RUSHALL,INT
3300,QUEENS/SMITH,INT
3301,QUEENS/WELLINGTON/DELBRIDGE,INT
1037,QUEENSBERRY ST/LEICESTER ST,INT
4496,QUEENSBERRY/ABBOTSFORD,INT
1039,QUEENSBERRY/CARDIGAN,INT
4507,QUEENSBERRY/CHETWYND,INT
4497,QUEENSBERRY/CURZON,INT
1036,QUEENSBERRY/DRUMMOND,INT
4499,QUEENSBERRY/PEEL,INT
4921,QUEENSBRIDGE/QUEENSWHARF/BANANA ALLEY,INT
4895,QUEENSBRIDGE/SOUTHBANK BLVD,INT
4879,QUEENSBRIDGE/WHITEMAN/POWER,INT
4469,RACECOURSE NR CROWN,POS
3524,RACECOURSE NR PIN OAK,POS
4475,RACECOURSE/BOUNDARY,INT
4472,RACECOURSE/EASTWOOD,INT
2939,RACECOURSE/NEWMARKET,INT
2500,RACECOURSE/SMITHFIELD,INT
4474,RACECOURSE/STUBBS,INT
4473,RACECOURSE/WELLINGTON,INT
1064,RACECOURSE/WESTERN LINK ON/OFF RAMPS,INT
1064,RACECOURSE/WESTERN LINK ON/OFF RAMPS,INT
3477,RAILWAY BTW EPSOM & FITZROY,POS
5270,RAILWAY NR AVIATION,POS
838,RAILWAY NR BLACKBURN,FLASH PX
3097,RAILWAY NR CYRIL,POS
899,RAILWAY NR LOIS,FLASH PX
902,RAILWAY NR STANLEY,POS
839,RAILWAY NR STATION,FLASH PX
328,RAILWAY/CHAPEL,INT
739,RAILWAY/STATION/MCKENZIE,INT
3992,RALEIGH NR RIDDELL,POS
4943,RALEIGH NR WARRS,POS
2618,RALEIGH NR WESTS/TRAM CROSSING,INT
4201,RALEIGH RD NR WOODS,POS
2626,RALEIGH/CLYDE,INT
2664,RALEIGH/RANDALL,INT
4942,RALEIGH/ROSAMOND,INT
4944,RALEIGH/VAN NESS,INT
6455,RANFURLY NR CALDER HWY,FLASH PX
3406,RATHDOWNE NR MOTON PLACE,POS
4417,RATHDOWNE NR NEILL,POS
4429,RATHDOWNE NR NEWRY,POS
4411,RATHDOWNE NR PALMERSTON,POS
4416,RATHDOWNE NR PELHAM,POS
4418,RATHDOWNE NR PRINCES,POS
3444,RATHDOWNE ST NEAR RICHARSON ST,FLASH PX
4409,RATHDOWNE/ELGIN,INT
4397,RATHDOWNE/GRATTAN,INT
4422,RATHDOWNE/PIGDON,INT
4381,RATHDOWNE/PRINCES,INT
4400,RATHDOWNE/QUEENSBERRY,INT
4261,RATHMINES NR STANLEY,POS
4701,RAYHUR NR KOMBI,POS
3965,RESERVE NR GLENWOOD,POS
3653,RESERVE/PARK/TULIP,INT
3653,RESERVE/PARK/TULIP,INT
4125,REYNARD NR BRUCE,POS
4122,REYNARD NR MITCHELL,POS
704,REYNOLDS/ANDERSON CREEK,INT
4123,REYNOLDS/REYNARD/COONANS,INT
703,REYNOLDS/THE PINES SHOPPING CENTRE,INT
3253,RIDDELL NR HORNE,POS
4703,RING ROAD EAST AT MONASH UNIVERSITY,POS
4705,RING ROAD SOUTH AT MONASH UNIVERSITY,POS
867,RINGWOOD BYPASS/WARRANDYTE,INT
896,RINGWOOD/BOND,INT
866,RINGWOOD/EASTLAND SHOP,INT
913,RINGWOOD/LOUGHNANS,INT
869,RINGWOOD/RINGWOOD BYPASS,INT
1203,RINGWOOD-WARRANDYTE/MILNE,INT
2708,RIVER/GORDON,INT
3933,RIVERSDALE NR ALANDALE,POS
4269,RIVERSDALE NR FORDHOLM,POS
4278,RIVERSDALE NR KOOYONGKOOT,POS
3806,RIVERSDALE NR QUANTOCK,POS
3809,RIVERSDALE NR THROUGH ROAD,POS
3805,RIVERSDALE NR WILLOW,POS
3925,RIVERSDALE/ELGAR,INT
3979,RIVERSDALE/FAIRHOLM,INT
3914,RIVERSDALE/HAVELOCK/REDFERN,INT
3808,RIVERSDALE/HIGHFIELD,INT
3924,RIVERSDALE/PARK/ELGAR,INT
4272,RIVERSDALE/TOORONGA,INT
3804,RIVERSDALE/TRAFALGAR,INT
3807,RIVERSDALE/WATTLEVALLEY,INT
2655,ROBINSONS/AUSTRALAND,INT
2688,ROBINSONS/CALARCO,INT
2681,ROBINSONS/HATCHLANDS,INT
2679,ROBINSONS/RIDING BOUNDARY,INT
2690,ROBINSONS/WINDSOR,INT
349,ROOKS NR CARWEEN,POS
2016,Rooks Nr Maurice Court,POS
4941,ROSAMOND NR FISHER,POS
2624,ROSAMOND/HIGHPOINT CITY NORTH ENT,INT
2625,ROSAMOND/HIGHPOINT CITY SHOP ENT,INT
4961,ROSAMOND/WILLIAMSON,INT
3315,ROSANNA NR ST JAMES,POS
3316,ROSANNA/BANYULE,INT
3314,ROSANNA/DAREBIN,INT
2941,ROSANNA/STATION,INT
5090,ROSLYN/ROBERTS,INT
1057,ROYAL NR BAYLES,POS
1046,ROYAL NR IEVERS,POS
4384,ROYAL PDE/CEMETERY/MACARTHUR,INT
4383,ROYAL PDE/GATEHOUSE/COLLEGE,INT
4385,ROYAL PDE/MELBOURNE HOSPITAL ENTRANCE,INT
3783,ROYAL/PARK,INT
1044,ROYAL/WALKER,INT
4227,RUSHALL NR ROWE,POS
4595,RUSSELL/BOURKE,INT
4577,RUSSELL/COLLINS,INT
4569,RUSSELL/FLINDERS LANE,INT
4561,RUSSELL/FLINDERS ST,INT
2920,RUSSELL/LATROBE,INT
4604,RUSSELL/LITTLE BOURKE,INT
4587,RUSSELL/LITTLE COLLINS,INT
2903,RUSSELL/LONSDALE,INT
2912,RUSSELL/LT LONSDALE,INT
4291,RUTHVEN NR BELLEVUE,POS
3354,RYANS/WALLOWA/ALLENDALE,INT
5117,RYRIE NR JAMES,POS
5118,RYRIE NR UNION,POS
5197,RYRIE(BELLARINE)/FENWICK,INT
5204,RYRIE/BELLERINE ST,INT
5089,RYRIE/GARDEN,INT
5089,RYRIE/GARDEN,INT
5089,RYRIE/GARDEN,INT
5089,RYRIE/GARDEN,INT
5201,RYRIE/GHERINGHAP,INT
5202,RYRIE/MOORABOOL,INT
5203,RYRIE/YARRA,INT
4331,SACKVILLE NR THOMAS,POS
1047,SALMON/HOLDEN ACCESS,INT
5277,SAYERS Rd/DOUBELL Boulevard,INT
5292,SAYERS/FEDERATION TRAIL,INT
5283,SAYERS/FORSYTH,INT
5271,SAYERS/MARQUANDS,INT
5268,SAYERS/MORRIS,INT
5284,SAYERS/PALMERS,INT
5316,SAYERS/TARNEIT,INT
779,SCORESBY NR APPLEGUM,POS
792,SCORESBY NR ORANGE,POS
780,SCORESBY NR VICTORIA,POS
788,SCORESBY/POWER/STATION,INT
788,SCORESBY/POWER/STATION,INT
742,SEAFORD/HARTNETT,INT
753,SEAFORD/RAILWAY/FORTESCUE,INT
516,SEAFORD/WELLS,INT
5137,SEPARATION NR TALLINN,POS
2975,SEPARATION STREET NR BURT STREET,POS
4687,SEPARATION/CAR PARK,INT
5101,SEPARATION/DOURO,INT
3268,SEPARATION/STATION,INT
5098,SEPARATION/THOMPSON,INT
4670,SEPARATION/VICTORIA,INT
4996,SETTLEMENT NR COOK,POS
5219,SETTLEMENT NR FRANCIS,POS
5022,SETTLEMENT NR MERNDA,POS
4998,SETTLEMENT NR NORRIS,POS
3239,SETTLEMENT/APEX,INT
5079,SETTLEMENT/BARWON HEADS,INT
3245,SETTLEMENT/BRAND,INT
5069,SETTLEMENT/BREAKWATER,INT
5069,SETTLEMENT/BREAKWATER,INT
2778,SETTLEMENT/BROWNHILL,INT
2769,SETTLEMENT/GREENHILLS,INT
2796,SETTLEMENT/NORTHGATE,INT
5068,SETTLEMENT/TORQUAY/CORIO,INT
5068,SETTLEMENT/TORQUAY/CORIO,INT
5068,SETTLEMENT/TORQUAY/CORIO,INT
2765,SETTLEMENT/WOOD,INT
6684,SEYMOUR BTN FRANKLIN & CHURCH,FLASH PX
6690,SEYMOUR/FRANKLIN,INT
5223,SHANNON NR CATHERINE,POS
5228,SHANNON/ALBERT,INT
5307,SHANNON/APHRASIA,INT
5222,SHANNON/AUTUMN,INT
5221,SHANNON/CHURCH,INT
5306,SHANNON/NOBLE,INT
5305,SHANNON/WEST FYANS,INT
2749,SHARPS RD/SCHIAVELLO ENTRANCE,INT
2649,SHARPS/AIRPORT DR,INT
5287,SHAWS/MARKET,INT
724,SHERBOURNE NR OUTLOOK,POS
397,SHRIVES/CENTRE,INT
3989,SIMPLOT ACCESS/LLOYD,INT
2759,SIR JOHN MONASH NR DERBY,FLASH PX
2398,SIR JOHN MONASH NR QUEENS,FLASH PX
5881,SKIPTON/DARLING/DRUMMOND,INT
4143,SMITH NR CHARLES,POS
4228,SMITH NR ST DAVID,POS
2502,SMITHFIELD RD/GATEHOUSE DRIVE,INT
2499,SMITHFIELD/SPEAKMEN,INT
364,SNEDDEN/THE GLEN CAR PARK,INT
1146,SNEYDES RD / BOARDWALK BLVD,INT
2189,SOMERTON/AUSTRAK,INT
2194,SOMERTON/PASCOE VALE,INT
2180,SOMERTON/ROXBURGH PARK SHOP CENTRE,INT
2188,SOMERTON/UNION,INT
4250,SOMERVILLE NR BISHOP,POS
3775,SOMERVILLE NR CORONATION,POS
4229,SOMERVILLE NR POWELL,POS
2685,SOMERVILLE/ALICK,INT
6275,SOMERVILLE/ELLIS,INT
4252,SOMERVILLE/GAMON,INT
3430,SOMERVILLE/HYDE,INT
2660,SOMERVILLE/MCDONALD,INT
2514,SOMERVILLE/PARAMOUNT,INT
4923,SOUTH BANK BLVD/KAVANAGH,INT
4923,SOUTH BANK BLVD/KAVANAGH,INT
2684,SOUTH CENTRE/ANNANDALE/BELLATERRA,INT
4027,SOUTH DALY NR COLLIER,POS
1135,SOUTH GIPPS FWY/POUND IB,RAMP MTR
1134,SOUTH GIPPS FWY/SOUTH GIPPS HWY IB,RAMP MTR
1156,SOUTH GIPPSLAND HWY BTW STATION/LOCH,POS
6679,SOUTH GIPPSLAND HWY NR RADOVICK,POS
6679,SOUTH GIPPSLAND HWY NR RADOVICK,POS
310,SOUTH GIPPSLAND HWY/LESDON,INT
256,SOUTH GIPPSLAND HWY/THOMPSONS,INT
3630,SOUTH NR ESPLANADE AVE,POS
3633,SOUTH NR HAMPTON,POS
4689,SOUTH NR MASON,POS
4958,SOUTH NR MELON,POS
2703,SOUTH NR MYAMYN,POS
4684,SOUTH NR WASTELL,FLASH PX
840,SOUTH PARADE NR MAIN,FLASH PX
